,_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
321187,340292,3398745,23076092.0,3,2023-05-21T10:09:00,"East Ohio ST & Middle ST Pittsburgh, PA 15212",Y,East Allegheny,1,ROBBERY/HIGHWAY/STRONGARM,903 Criminal Conspiracy. / 2701 Simple Assault. / 2709(a) Harassment. / 3701 Robbery. / 13(a)(32) Paraphernalia - Use or Possession / 2709(b) Stalking / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2304.0,1.0,1.0,-79.99916240964956,40.45376016816286
321192,340297,3398769,23074571.0,24,2023-05-18T16:30:00,"100 Block Technology Center DR Pittsburgh, PA 15213",Y,South Oakland,4,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,409.0,,,,
321198,340303,3398778,23074590.0,10,2023-05-18T17:18:00,"2700 Block Merwyn AV Pittsburgh, PA 15204",Y,Sheraden,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709 Harassment (Non-Specific),2018.0,,,,
321204,340309,3398787,23074621.0,10,2023-05-18T18:27:00,"7300 Block Hamilton AV Pittsburgh, PA 15208",Y,Homewood South,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1303.0,9.0,2.0,-79.89564758083468,40.454024491261066
321205,340310,3398788,23074622.0,10,2023-05-18T18:20:00,"800 Block Brookline BL Pittsburgh, PA 15226",Y,Brookline,6,TERRORISTIC THREATS,2701 Simple Assault. / 2706 Terroristic Threats. / 5505 Public Drunkenness / 2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1918.0,4.0,5.0,-80.02012345376953,40.393576436023295
321210,340315,3398794,23074644.0,10,2023-05-18T19:10:00,"5800 Block Forbes AV Pittsburgh, PA 15217",Y,Squirrel Hill North,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment. / 5902(b) Promoting Prostitution,1403.0,5.0,3.0,-79.9228071341134,40.43791098906633
321217,340322,3398813,23074702.0,24,2023-05-18T20:39:00,"6100 Block Station ST Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT BY COMUN/ADDRESS,2709(a)(3) Harassment No Legitimate Purpose,1115.0,9.0,2.0,-79.91862396328423,40.46878443249041
321228,340333,3398831,23075244.0,10,2023-05-19T19:09:00,"2000 Block Mary ST Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1702.0,3.0,3.0,-79.97772248989278,40.42564263981417
321235,340340,3398846,23075273.0,10,2023-05-19T20:00:00,"3600 Block Frazier ST Pittsburgh, PA 15213",Y,South Oakland,4,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",409.0,3.0,3.0,-79.95554668045672,40.43052326363894
321245,340350,3398879,23075317.0,10,2023-05-19T21:15:00,"800 Block Lillian ST Pittsburgh, PA 15210",Y,St. Clair,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1606.0,3.0,5.0,-79.99355419559478,40.41861928599855
321247,340352,3398883,23075327.0,10,2023-05-19T21:23:00,"E Carson ST & S 18th ST Pittsburgh, PA 15203",Y,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702.0,3.0,3.0,-79.98056527347268,40.428766558291954
321250,340355,3398887,23075364.0,10,2023-05-19T23:10:00,"400 Block Semple ST Pittsburgh, PA 15213",Y,Central Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",406.0,3.0,3.0,-79.95499607563755,40.43693967948341
321255,340360,3398893,23075376.0,26,2023-05-19T23:36:00,"300 Block 3rd AV Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT-OTHER,2709(a) Harassment.,201.0,6.0,6.0,-80.00161356345536,40.438866132202165
321256,340361,3398894,23075379.0,4,2023-05-19T23:10:00,"100 Block Panther Hollow RD Pittsburgh, PA 15213",N,Central Oakland,4,AGG ASSAULT/OTHER/INJURY,2702 Aggravated Assault.,405.0,5.0,3.0,-79.94627974668975,40.43485083960236
321259,340364,3398899,23075390.0,4,2023-05-20T00:17:00,"400 Block Smithfield ST Pittsburgh, PA 15222",N,Central Business District,2,AGG ASSAULT/OTHER/INJURY,2702 Aggravated Assault.,201.0,6.0,6.0,-79.99932299068531,40.438786987511165
321268,340373,3398908,23076124.0,26,2023-05-21T11:15:00,"Market ST Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT-OTHER,2709(a) Harassment. / 601.16 Public Urination And Defecation,201.0,6.0,6.0,-80.00446223461844,40.43791823751137
321272,340377,3398939,23078516.0,26,2023-05-25T12:49:00,"200 Block Reifert ST Pittsburgh, PA 15210",Y,Knoxville,3,HARRASSMENT-OTHER,2709(a) Harassment.,3001.0,3.0,5.0,-79.99211430995578,40.40813781566023
321280,340385,3398953,23078555.0,10,2023-05-25T13:00:00,"600 Block Brownsville RD Pittsburgh, PA 15210",Y,Knoxville,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,3001.0,,,,
321306,340411,3398990,23072204.0,10,2023-05-14T14:59:00,"800 Block Bay Ridge AV Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2903 False Imprisonment.,1918.0,4.0,5.0,-80.02242739850436,40.39172701234989
321316,340421,3399004,23072263.0,10,2023-05-14T17:17:00,"90 Block Beltzhoover AV Pittsburgh, PA 15210",N,Allentown,3,SIMPLE ASSAULT/NO INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1803.0,3.0,5.0,-79.99744561375238,40.422716236574765
321317,340422,3399006,23072279.0,10,2023-05-14T17:54:00,"1300 Block Ferris CT Pittsburgh, PA 15221",Y,Homewood North,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1301.0,9.0,2.0,-79.88764040384527,40.45958568738165
321320,340425,3399013,23072305.0,4,2023-05-14T19:09:00,"60 Block E Amanda AV Pittsburgh, PA 15210",N,South Side Slopes,3,AGG ASSAULT/GUN/INJURY,901 Criminal Attempt / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706.0,3.0,5.0,-79.98812094708212,40.41938342767089
321321,340426,3399021,23076136.0,26,2023-05-17T14:00:00,"7400 Block Race ST Pittsburgh, PA 15208",Y,Homewood North,5,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),1302.0,9.0,2.0,-79.89130556047503,40.45784067700736
321340,340445,3399046,23074374.0,10,2023-05-17T17:45:00,"60 Block 54th ST Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1011.0,7.0,2.0,-79.95294659851636,40.48388623604532
321353,340458,3399070,23076195.0,10,2023-05-21T13:30:00,"800 Block Woodlow ST Pittsburgh, PA 15205",N,Crafton Heights,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2814.0,2.0,5.0,-80.05116432366246,40.44694818743207
321365,340470,3399083,23076254.0,10,2023-05-21T16:24:00,"600 Block Brownsville RD Pittsburgh, PA 15210",N,Knoxville,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,3001.0,,,,
321368,340473,3399090,23075045.0,26,2023-05-19T13:10:00,"2000 Block Perrysville AV Pittsburgh, PA 15214",N,Perry South,1,HARRASSMENT-OTHER,2709(a) Harassment.,2614.0,6.0,1.0,-80.01295311454543,40.46355424032441
321381,340486,3399109,23075095.0,10,2023-05-19T14:21:00,"W Carson ST & West End CIR Pittsburgh, PA 15220",N,West End,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709.A3 HARASSMENT - COURSE OF CONDUCT W/NO LEGIT. PURPOSE,2019.0,,,,
321382,340487,3399110,23076654.0,24,2023-05-21T15:33:00,Bedford AV,Y,Middle Hill,2,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,501.0,,,,
321383,340488,3399112,23076661.0,26,2023-05-22T12:00:00,"2100 Block Parklyn ST Pittsburgh, PA 15234",Y,Overbrook,3,HARRASSMENT-OTHER,2709(a) Harassment.,3207.0,4.0,5.0,-80.00543611243178,40.38763089574849
321395,340500,3399131,23075125.0,10,2023-05-19T15:45:00,"100 Block 7th ST Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,201.0,6.0,6.0,-80.00099679748803,40.44414474792425
321397,340502,3399134,23075127.0,10,2023-05-19T15:49:00,"100 Block Gould AV Pittsburgh, PA 15214",Y,Perry North,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701 Simple Assault. / 3304 Criminal Mischief. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2607.0,1.0,1.0,-80.01481584364724,40.48751424967441
321400,340505,3399140,23075135.0,24,2023-05-19T16:00:00,"2900 Block White ST Pittsburgh, PA 15219",N,Bedford Dwellings,2,HARRASSMENT BY COMUN/ADDRESS,9999 Miscellaneous Report (No Crime),509.0,,,,
321401,340506,3399142,23075137.0,10,2023-05-19T16:23:00,"3rd AV & Market ST Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,201.0,6.0,6.0,-80.0033402829041,40.43953403694219
321403,340508,3399144,23075140.0,10,2023-05-19T16:27:00,"200 Block Stanwix ST Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,6.0,6.0,-80.00488340744737,40.4398315923209
321405,340510,3399146,23075144.0,10,2023-05-19T16:29:00,"5800 Block Lauder ST Pittsburgh, PA 15207",Y,Lincoln Place,4,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,3102.0,,,,
321410,340515,3399153,23075180.0,10,2023-05-19T17:44:00,"2500 Block Wadsworth ST Pittsburgh, PA 15213",Y,West Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",402.0,,,,
321418,340523,3399169,23075212.0,3,2023-05-19T18:28:00,"Frankstown AV & Lincoln AV Pittsburgh, PA 15206",N,Homewood North,5,ROBBERY/HIGHWAY/STRONGARM,2701 Simple Assault. / 3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition.,1301.0,9.0,2.0,-79.91379378185792,40.46043391074243
321420,340525,3399171,23075228.0,26,2023-05-19T18:35:00,"60 Block Millbridge ST Pittsburgh, PA 15210",N,Allentown,3,HARRASSMENT-OTHER,2709(a) Harassment.,1803.0,3.0,5.0,-79.99599941782422,40.4223984434227
321423,340528,3399177,23076692.0,3,2023-05-22T13:09:00,"300 Block Mckee PL Pittsburgh, PA 15213",Y,Central Oakland,4,ROBBERY/HIGHWAY/STRONGARM,2701 Simple Assault. / 3701 Robbery.,405.0,3.0,3.0,-79.95770638916257,40.438372088343165
321427,340532,3399183,23072313.0,10,2023-05-14T19:39:00,"600 Block Pressley ST Pittsburgh, PA 15212",Y,East Allegheny,1,SIMPLE ASSAULT/NO INJURY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2304.0,1.0,1.0,-79.99867967214155,40.45221882271537
321444,340549,3399205,23076725.0,24,2023-05-20T00:03:00,"900 Block Watson ST Pittsburgh, PA 15219",Y,Bluff,2,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,103.0,6.0,6.0,-79.99177070369822,40.43840495895105
321454,340559,3399217,23075608.0,10,2023-05-20T01:30:00,"1600 Block Crucible ST Pittsburgh, PA 15220",Y,Crafton Heights,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2814.0,2.0,5.0,-80.05172115698821,40.44745712596411
321456,340561,3399220,23075609.0,3,2023-05-20T11:48:00,"5900 Block Centre AV Pittsburgh, PA 15206",Y,Shadyside,4,ROBBERY/BANK/GUN,3701 Robbery.,705.0,,,,
321457,340562,3399221,23076760.0,26,2023-05-22T15:23:00,"4100 Block Gladstone ST Pittsburgh, PA 15207",N,Greenfield,4,HARRASSMENT-OTHER,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1516.0,5.0,3.0,-79.94568352387071,40.42367518202481
321458,340563,3399223,23076763.0,10,2023-05-22T15:10:00,"William Penn PL & 6th AV Pittsburgh, PA 15219",N,Central Business District,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,201.0,6.0,6.0,-79.99676950223825,40.44111317987264
321464,340569,3399237,23076783.0,10,2023-05-22T15:33:00,"7100 Block Everton ST Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1202.0,,,,
321486,340591,3399278,23076814.0,4,2023-05-22T16:45:00,"200 Block Elmore ST Pittsburgh, PA 15219",N,Crawford-Roberts,2,AGG ASSAULT/GUN/INJURY,2702 Aggravated Assault.,305.0,6.0,3.0,-79.97541159867235,40.441835463228834
321487,340592,3399292,23076815.0,10,2023-05-22T15:00:00,"100 Block N Euclid AV Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115.0,9.0,2.0,-79.92780178307947,40.46254054538653
321488,340593,3399381,23076256.0,26,2023-05-21T16:00:00,"4200 Block Upview TER Pittsburgh, PA 15201",N,Stanton Heights,5,HARRASSMENT-OTHER,2709(a) Harassment.,1018.0,9.0,2.0,-79.94571101669987,40.47848232148238
321495,340600,3399393,23076283.0,26,2023-05-21T17:50:00,"5800 Block 5th AV Pittsburgh, PA 15232",N,Squirrel Hill North,4,THEFT BY EXTORTION,3923 Theft by Extortion.,1402.0,8.0,3.0,-79.92721391787366,40.45004693913448
321500,340605,3399398,23076307.0,3,2023-05-21T18:22:00,"Cedar AV & E North AV Pittsburgh, PA 15212",Y,Allegheny Center,1,ROBBERY/HIGHWAY/STRONGARM,3304 Criminal Mischief. / 3701 Robbery. / 5104 Resisting Arrest or Other Law Enforcement.,2204.0,1.0,1.0,-80.00262459486903,40.45622719556762
321501,340606,3399403,23076310.0,10,2023-05-21T18:20:00,"100 Block Shingiss ST McKees Rocks, PA 15136",N,Sheraden,6,SIMPLE ASSAULT/NO INJURY,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2018.0,,,-80.05286455662268,40.47286031065197
321502,340607,3399405,23076315.0,10,2023-05-21T18:35:00,"400 Block 5th AV Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,201.0,3.0,3.0,-79.95613772197586,40.4431923328703
321507,340612,3399410,23076356.0,26,2023-05-21T19:41:00,"1000 Block Benton AV Pittsburgh, PA 15212",Y,Brighton Heights,1,HARRASSMENT-OTHER,2709(a) Harassment. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2708.0,1.0,1.0,-80.03387906313866,40.48806829525274
321518,340623,3399421,23076449.0,10,2023-05-22T00:10:00,"400 Block Smithfield ST Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,6.0,6.0,-79.99932299068531,40.438786987511165
321529,340634,3399437,23076503.0,10,2023-05-22T03:44:00,"50 Block 11th ST Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,3.0,3.0,-79.98767553769906,40.42896749627302
321531,340636,3399439,23076523.0,3,2023-05-22T06:24:00,"Cedar AV & Suismon ST Pittsburgh, PA 15212",Y,Allegheny Center,1,ROBBERY/HIGHWAY/GUN,901 Criminal Attempt / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2204.0,1.0,1.0,-80.0021970793841,40.45488935681004
321537,340642,3399449,23076550.0,10,2023-05-22T08:27:00,"900 Block Rossmore AV Pittsburgh, PA 15226",Y,Brookline,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief. / 3503 Criminal Trespass,1919.0,4.0,5.0,-80.01764508257514,40.3941383145478
321544,340649,3399459,23076573.0,26,2023-05-22T09:24:00,"600 Block Rolla ST Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT-OTHER,2709(a) Harassment.,2614.0,6.0,1.0,-80.01474103931658,40.460966133570494
321567,340672,3399515,23079294.0,10,2023-05-26T16:44:00,"5th AV & Liberty AV Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701 Simple Assault. / 2710 Ethnic Intimidation. / 5104 Resisting Arrest or Other Law Enforcement. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 2709(b) Stalking / 4914 False Identification to Law Enforcement Authorities / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,6.0,6.0,-80.0027036132909,40.44169647929672
321571,340676,3399523,23077877.0,2,2023-05-24T04:00:00,Zone 6,Y,,6,RAPE BY FORCE,2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 3121 Rape. / 3124.1 Sexual Assault,,,,,
321573,340678,3399528,23079314.0,4,2023-05-23T11:50:00,"300 Block North Shore DR Pittsburgh, PA 15212",N,North Shore,1,AGG ASSAULT/STRONGARM/INJURY,2702 Aggravated Assault.,2205.0,1.0,1.0,-80.00963634854578,40.454910356150975
321596,340701,3399580,23079455.0,3,2023-05-26T21:35:00,"100 Block Larimer AV Pittsburgh, PA 15208",N,Larimer,5,ROBBERY/HIGHWAY/GUN,3701 Robbery.,1208.0,,,,
321605,340710,3399593,23077905.0,26,2023-05-24T12:31:00,"900 Block Cherokee ST Pittsburgh, PA 15219",Y,Upper Hill,2,HARRASSMENT-OTHER,2709(a) Harassment.,506.0,6.0,3.0,-79.95835490163549,40.45065736431898
321617,340722,3399610,23077981.0,10,2023-05-24T11:14:00,"1100 Block N Murtland ST Pittsburgh, PA 15208",N,Homewood West,5,TERRORISTIC THREATS,2709(a) Harassment.,1207.0,9.0,2.0,-79.90037203386882,40.46038461103399
321619,340724,3399629,23077984.0,24,2023-05-24T12:00:00,"200 Block N Dithridge ST Pittsburgh, PA 15213",Y,North Oakland,4,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),507.0,8.0,3.0,-79.95169538988064,40.44931929276622
321624,340729,3399635,23076832.0,10,2023-05-22T17:45:00,"3200 Block Beechwood BL Pittsburgh, PA 15217",N,Squirrel Hill South,4,TERRORISTIC THREATS,"4105(a)(1) Bad Checks / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1414.0,5.0,3.0,-79.92302807848623,40.41827627112541
321628,340733,3399640,23076859.0,10,2023-05-22T01:00:00,"S 15th ST & E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1702.0,3.0,3.0,-79.9834282446537,40.428823144414096
321635,340740,3399649,23078034.0,10,2023-05-24T17:00:00,"Centre AV & Dinwiddie ST Pittsburgh, PA 15219",Y,Crawford-Roberts,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",305.0,6.0,3.0,-79.9805656891511,40.44345216753714
321637,340742,3399663,23078050.0,10,2023-05-24T16:23:00,"100 Block N Highland AV Pittsburgh, PA 15206",N,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1115.0,7.0,2.0,-79.91938163079595,40.47262203904037
321642,340747,3399670,23078091.0,10,2023-05-24T18:24:00,"700 Block Johnston AV Pittsburgh, PA 15207",Y,Glen Hazel,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1504.0,5.0,3.0,-79.93373923976941,40.40560986137165
321643,340748,3399672,23078109.0,4,2023-05-24T18:50:00,"1200 Block Lakewood ST Pittsburgh, PA 15220",Y,Elliott,6,AGG ASSAULT/KNIFE/NO INJURY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2020.0,2.0,5.0,-80.0412152803866,40.44798372394515
321647,340752,3399677,23078125.0,24,2023-05-24T16:53:00,"5400 Block Jackson ST Pittsburgh, PA 15206",N,Morningside,5,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,1014.0,7.0,2.0,-79.92954747233365,40.47374802802053
321668,340783,3399770,23077488.0,10,2023-05-23T18:20:00,"Market SQ Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,201.0,6.0,6.0,-80.00285492317013,40.44093866416178
321671,340786,3399774,23077509.0,10,2023-05-23T18:45:00,"2600 Block Shadeland AV Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2704.0,,,,
321673,340788,3399777,23077511.0,26,2023-05-23T18:53:00,"Saw Mill Run BL & Library RD Pittsburgh, PA 15227",N,Overbrook,3,KIDNAPPING,2702 Aggravated Assault. / 2901 Kidnapping.,3204.0,4.0,5.0,-79.99597506620177,40.38248945844701
321676,340791,3399791,23077523.0,10,2023-05-23T19:06:00,"1300 Block Complete ST Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2715.0,,,,
321679,340794,3399794,23077533.0,3,2023-05-23T19:25:00,"400 Block Smithfield ST Pittsburgh, PA 15222",Y,Central Business District,2,ROBBERY CHAIN STORE /STRONGARM,2701 Simple Assault. / 3701 Robbery.,201.0,6.0,6.0,-79.99932299068531,40.438786987511165
321683,340798,3399799,23077560.0,24,2023-05-23T19:37:00,"6400 Block Landview RD Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,1414.0,5.0,3.0,-79.92615611830706,40.4215714377337
321684,340799,3399800,23077569.0,10,2023-05-23T18:30:00,"1000 Block Shady AV Pittsburgh, PA 15232",N,Point Breeze,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1404.0,,,,
321685,340800,3399801,23077570.0,10,2023-05-23T20:33:00,"600 Block Pressley ST Pittsburgh, PA 15212",N,East Allegheny,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2304.0,1.0,1.0,-79.99867967214155,40.45221882271537
321692,340807,3399810,23077616.0,26,2023-05-23T22:00:00,"Rippey ST & N Euclid ST Pittsburgh, PA 15206",N,East Liberty,5,ATTEMPTED KIDNAPPING,9129 Miscellaneous Investigation,1115.0,9.0,2.0,-79.92598148952088,40.46562468549801
321703,340818,3399825,23078340.0,10,2023-05-25T05:43:00,"2100 Block Watson ST Pittsburgh, PA 15219",N,Bluff,2,TERRORISTIC THREATS,2706 Terroristic Threats.,103.0,4.0,5.0,-79.99427291666898,40.39115346577604
321718,340833,3399846,23078465.0,24,2023-05-24T11:14:00,"6100 Block station ST Pittsburgh, PA 15206",Y,Highland Park,5,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,1102.0,9.0,2.0,-79.91862396328423,40.46878443249041
321729,340844,3399869,23078506.0,10,2023-05-25T12:31:00,"4500 Block Browns Hill RD Pittsburgh, PA 15217",Y,Squirrel Hill South,4,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 3503(b.1) Criminal Trespass - Simple Trespasser,1414.0,5.0,3.0,-79.92593904344548,40.41760695776521
321735,340850,3399876,23078733.0,17,2023-05-25T12:00:00,Zone 5,Y,,5,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
321739,340874,3399941,23078749.0,10,2023-05-25T18:11:00,"7300 Block Hamilton AV Pittsburgh, PA 15208",Y,Homewood South,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1303.0,9.0,2.0,-79.89564758083468,40.454024491261066
321741,340876,3399947,23078767.0,10,2023-05-25T18:48:00,"800 Block Liberty AV Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment. / 9501 Bench Warrant,201.0,6.0,6.0,-79.99891918859558,40.442686358914685
321746,340881,3399953,23078792.0,10,2023-05-22T21:00:00,"200 Block Parkfield ST Pittsburgh, PA 15210",N,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats.,2904.0,4.0,3.0,-79.99041424337442,40.392000269788845
